,Name,/people/deceased_person/date_of_death,/people/person/gender,/people/person/age,/people/person/date_of_birth
12422,Ona Banionienė,2008,Female,[],1924-01-01 00:00:00
12433,Andrew Downie,2009-04-15,Male,[],1922-05-26 00:00:00
12434,Egidijus Banionis,1993-08-06,Male,[],1948-11-20 00:00:00
12446,Wanda Elbinska-Robaczewska,2004-11-16,Female,[],1929-05-31 00:00:00
12450,Joe Aceti,2011-10-04,Male,[],1935-05-02 00:00:00
12464,Zofia Niwinska,1994-01-15,Female,[],1909-05-15 00:00:00
12470,Leszek Herdegen,1980-01-15,Male,[],1929-05-28 00:00:00
12529,Mari Yoriko Sabusawa,1994-09,Female,[],1920-07-10 00:00:00
12575,Yang Jong-Cheol,2001-11-23,Male,[],1962-11-14 00:00:00
12601,Emma Yong,2012-05-02,Female,[],1975-01-20 00:00:00
12670,Nat Ferber,1945-06-21,Male,[],1889-05-28 00:00:00
12671,Paul M. Wythes,2012-10-30,None,[],1933-06-23 00:00:00
12691,Junius A. Richards,1964,None,[],1893-01-01 00:00:00
12866,Gvido Skulte,2013-07-01,Male,[],1939-01-08 00:00:00
12872,Dorothy Potter,1988,Female,[],1918-01-01 00:00:00
12873,Paul Graetz,1966-02-05,Male,[],1901-04-04 00:00:00
12898,Romualds Ancans,2011-09-15,Male,[],1944-04-01 00:00:00
12906,Restie Umali,1998,Male,[],1916-06-16 00:00:00
12946,Sue Mitobe,1986-04-24,Female,[],1924-03-31 00:00:00
12952,Catherine Wearing,2007-12-31,Female,[],1966-01-08 00:00:00
13010,Mary Honri,1988,Female,[],1910-01-01 00:00:00
13014,Percy Honri,1973-09-24,Male,[],1874-06-24 00:00:00
13031,Gerard Cowhig,1995-12-06,Male,[],1921-07-05 00:00:00
13042,Robert F. Metzler,1998-02-23,Male,[],1914-12-26 00:00:00
13049,Helen Wallace,1970-12-17,Female,[],1889-10-23 00:00:00
13052,John Verros,1996-03-10,Male,[],1905-12-25 00:00:00
13053,George Austen,1838,Male,[],1766-01-01 00:00:00
13054,Edward Austen,1852-11-19,Male,[],1768-10-07 00:00:00
13057,Gisela von Collande,1960-10-23,Female,[],1915-02-05 00:00:00
13062,John Hiestand,1987-02-05,Male,[],1907-01-16 00:00:00
13092,Eugenija Pleskyte,2012-11-03,Female,[],1938-01-06 00:00:00
13096,Mieczyslaw Janik,2010-10-08,Male,[],1928-11-28 00:00:00
13097,Laimonas Noreika,2007-05-31,Male,[],1926-09-27 00:00:00
13110,Ludmila Babková,1945-10-15,Female,[],1890-01-15 00:00:00
13154,Sándor Horváth,2012-12-17,Male,[],1932-02-16 00:00:00
13166,Percy Williams,1937-09-29,Male,[],1860-12-20 00:00:00
13168,Eugenia Bajorytė,2011-07-20,Female,[],1941-10-19 00:00:00
13175,Edward M. Roskam,1967-05-29,None,[],1886-05-24 00:00:00
13196,Valery Maisky,1981,Male,[],1942-01-01 00:00:00
13202,Barbara Levstik,2009-03-25,Female,[],1950-01-17 00:00:00
13234,Danny Sewell,2001-05-18,Male,[],1930-11-18 00:00:00
13245,Helmut Fassbinder,2010,Male,[],1918-01-01 00:00:00
13250,M. Louise Morton,1910-10-19,Female,[],1835-01-01 00:00:00
13251,William Scott Hendrie,1881-07-10,Male,[],1835-10-25 00:00:00
13264,Milan Erak,1995-01-20,Male,[],1950-01-23 00:00:00
13301,György Vukán,2013-08-12,Male,[],1941-08-21 00:00:00
13370,Tengo Yamada,1998-05-14,Male,[],1916-05-28 00:00:00
13372,H. St. Barbe West,1935-05-10,Male,[],1880-02-07 00:00:00
13396,Robert Holmes,1945-07-10,Male,[],1899-01-07 00:00:00
13441,Bo Setkya,1969,Male,[],1916-01-01 00:00:00
13448,Paul Scott,1944-11-22,Male,[],1899-02-21 00:00:00
13477,Omry Ronen,2012-11-01,None,[],1937-01-01 00:00:00
13495,Marina Ried,1989-03-26,Female,[],1921-07-09 00:00:00
13511,Arsen Diklic,1995-07-04,Male,[],1922-11-14 00:00:00
13515,Ljubica Janicijevic,2001-08-11,Female,[],1923-02-16 00:00:00
13517,Elizabeth Laura de Lérisson Cazenove,1994,Female,[],1914-01-01 00:00:00
13518,Friedrich Maurer,1980-03-02,Male,[],1901-04-17 00:00:00
13520,Gerlach Fiedler,2010-09-15,Male,[],1925-06-27 00:00:00
13526,Renée Stobrawa,1971-08-16,Female,[],1897-10-13 00:00:00
13552,Max Mellin,1977-03-17,Male,[],1904-01-30 00:00:00
13571,Eunice Spaulding Chapin,1978,Female,[],1893-01-01 00:00:00
13612,Walter S. Stern,1959-12-07,Male,[],1906-11-10 00:00:00
13616,Alexander Evgenievic von Lagorio,1944-03-25,Male,[],1852-08-15 00:00:00
13617,Alexander von Lagorio,1965-06-01,Male,[],1890-10-26 00:00:00
13634,George Shdanoff,1998-08-14,Male,[],1905-12-05 00:00:00
13656,Polly Gough,1982,Female,[],1963-01-01 00:00:00
13679,George Bau,1974-03-31,Male,[],1905-12-22 00:00:00
13684,Howard B. Kreitsek,2010-03-21,Male,[],1926-06-17 00:00:00
13686,Tazuko Sakane,1975-09-02,Female,[],1904-12-07 00:00:00
13723,John Pellatt,2003-07,Male,[],1920-01-01 00:00:00
13821,Shaun Glenville,1968-12-28,Male,[],1884-05-16 00:00:00
13834,George Grenville,2009-02-12,Male,[],1920-12-15 00:00:00
13859,Julien Pappé,2005,Male,[],1920-01-01 00:00:00
13890,Peter Sinclair,1994,Male,[],1900-01-01 00:00:00
13932,Rose Repetto,1984,Female,[],1907-01-01 00:00:00
13967,Paul Hagman,1964-10-17,Male,[],1887-01-19 00:00:00
13976,Elmer Lahti,1976-08,Male,[],1913-07-20 00:00:00
13985,Emil Velazco,1991-07-28,None,[],1898-10-20 00:00:00
14044,Lilly Cronwin,1918,Female,[],1888-01-01 00:00:00
14045,Eva Alw,1976-03-11,Female,[],1894-12-08 00:00:00
14052,Vera Boman,1993,Female,[],1904-01-01 00:00:00
14059,Selma Wiklund af Klercker,1923,Female,[],1872-01-01 00:00:00
14091,Mihajlo Popovic,1990-07-18,Male,[],1908-02-21 00:00:00
14132,David Resnick,2012-11-04,None,[],1924-08-05 00:00:00
14165,Kiki Palmer,1949-08-11,Female,[],1907-07-11 00:00:00
14186,Madeleine Sologne,1995-03-31,Female,[],1912-10-27 00:00:00
14254,Vladimír Hlavatý,1992-10-27,Male,[],1905-10-29 00:00:00
14332,Roger Wood,2012-11-02,None,[],1925-10-04 00:00:00
14340,Eddie Smith,2005-06-01,Male,[],1924-12-01 00:00:00
14407,Marcel Vercoutere,2013-04-13,Male,[],1925-10-28 00:00:00
14413,Howard Rubie,2011-06-18,Male,[],1938-01-01 00:00:00
14502,Henry J.W. Dam,1906-04-26,Male,[],1856-04-27 00:00:00
14655,Louise Brooks,2012-09-02,Female,[],1946-10-23 00:00:00
14708,Ban Lu,1968,Male,[],1907-01-01 00:00:00
14749,Kyösti Erämaa,1961-11-14,Male,[],1899-10-23 00:00:00
14753,Matti Aulos,1970-07-04,Male,[],1909-02-21 00:00:00
14786,Michael Ryan,2009-07-19,Male,[],1951-01-01 00:00:00
14793,Bruno Bernard,1987-03-10,Male,[],1912-06-06 00:00:00
14800,Michel Carayol,2003,Male,[],1934-01-01 00:00:00
14852,J.P.R MacDonnell,1964-05-26,Male,[],1920-06-24 00:00:00
14884,Percival Mackey,1950-11-23,Male,[],1894-06-01 00:00:00
14907,James B. McKenzie,2002-02-20,None,[],1926-05-01 00:00:00
14928,Charles Williams,1990-02-19,Male,[],1915-01-01 00:00:00
14948,Herbert Trantow,1993-01-08,Male,[],1903-09-19 00:00:00
14981,Gabriel Pellon,1975-12-28,Male,[],1900-12-10 00:00:00
14984,Karl Löb,1983-01-20,Male,[],1910-03-15 00:00:00
14985,Heinz Giese,2010-10-19,Male,[],1919-06-05 00:00:00
14987,Wolfgang Büttner,1990-11-18,Male,[],1912-06-01 00:00:00
14990,Werner Siedhoff,1976-11-28,Male,[],1899-05-03 00:00:00
14997,Margaret Hepburn,2006,Female,[],1920-01-01 00:00:00
14999,Robert Hepburn,2007,Male,[],1913-01-01 00:00:00
15000,Richard Hepburn,2000,Male,[],1911-01-01 00:00:00
15090,Dorothy Anne Darnall,2008,Female,[],1923-01-01 00:00:00
15092,Carl Mayo Lineback,2004,Male,[],1922-01-01 00:00:00
15337,Margot Heimann,1984,Female,[],1920-01-01 00:00:00
15364,Vladimiro De Liguoro,1968-08-31,Male,[],1893-10-11 00:00:00
15372,Juan Gallardo,1999-09-24,Male,[],1940-03-15 00:00:00
15478,Ivan Karp,2012-06-28,Male,[],1926-06-04 00:00:00
15499,Charles Lauth,1913-12-02,Male,[],1836-09-28 00:00:00
15523,Frans Oskar Öberg,1964-03-02,Male,[],1883-03-06 00:00:00
15524,René Lucas,1990-06-16,Male,[],1898-07-17 00:00:00
15535,Georges Champetier,1980-02-18,Male,[],1905-02-03 00:00:00
15559,María Mahler,1907-07-12,Female,[],1902-11-03 00:00:00
15565,Josef Kolber,2010-09-12,Male,[],1944-03-01 00:00:00
15641,Olga Vronská,2002-05-03,Female,[],1920-12-13 00:00:00
15722,Colombo,2004-11-17,Male,[],1926-10-12 00:00:00
15733,Délcio Carvalho,2013-11-12,Male,[],1939-03-09 00:00:00
15758,Marie Herrmann,1889,Female,[],1837-01-01 00:00:00
15759,Bernard Mahler,1889-02,Male,[],1827-01-01 00:00:00
15819,Dennis Deal,2004-07-29,Male,[],1941-07-21 00:00:00
15981,Stepán Konícek,2006-05-26,Male,[],1928-03-07 00:00:00
16284,Curt Linda,2007-04-30,Male,[],1919-04-23 00:00:00
16427,Michel Devèze,1979-06-18,Male,[],1914-08-14 00:00:00
16483,Richard Vistelle,2012-04-22,Male,[],1951-03-28 00:00:00
16524,Rakesh Deewana,2014-04-27,Male,[],1969-12-31 00:00:00
16594,Nick Vasu,2004-12-27,Male,[],1926-04-18 00:00:00
16639,Pat Leavy,2003-04-02,Female,[],1936-01-01 00:00:00
16702,Margherita Horowitz,1990-05-16,Female,[],1919-08-07 00:00:00
16709,Sejr Volmer-Sørensen,1982-05-11,Male,[],1914-02-07 00:00:00
16789,John Revere,1847-04-30,Male,[],1787-03-27 00:00:00
16794,Maria Revere,1847-08-22,Female,[],1785-07-14 00:00:00
16797,John Revere,1786-03-13,Male,[],1783-12-25 00:00:00
16801,Harriet Revere,1860-06-28,Female,[],1782-07-20 00:00:00
16802,Lucy Revere,1780-07-09,Female,[],1780-05-15 00:00:00
16811,John Revere,1776-06-27,Male,[],1776-06-13 00:00:00
16817,Joshua Revere,1801-08-14,Male,[],1774-12-07 00:00:00
16820,Isanna Revere,1773-09-19,Female,[],1772-12-15 00:00:00
16821,Elizabeth Revere,1805-04,Female,[],1770-12-05 00:00:00
16825,Mary Revere,1853-08-12,Female,[],1768-03-19 00:00:00
16828,Frances Revere,1799-06-19,Female,[],1766-02-19 00:00:00
16833,Judson Melford,1978-05-24,Male,[],1900-11-03 00:00:00
16836,Mary Revere,1765-04-30,Female,[],1764-03-31 00:00:00
16844,Sarah Revere,1791-07-05,Female,[],1762-01-03 00:00:00
16850,Paul Revere Jr.,1813-01-16,Male,[],1760-01-06 00:00:00
16854,Deborah Revere,1797-01-08,Female,[],1758-04-08 00:00:00
16889,Andrea Frank,1974-12-28,Female,[],1954-04-21 00:00:00
16893,Mack Davis,1947-03-27,Male,[],1898-12-07 00:00:00
17048,Ilya Oleynikov,2012-11-11,Male,[],1947-07-10 00:00:00
17094,Imogene Lynn,2003-02-24,Female,[],1922-09-09 00:00:00
17139,William Cook,1748-01-29,Male,[],1744-01-12 00:00:00
17140,Margaret Cook,1804-10-16,Female,[],1742-01-01 00:00:00
17141,Mary Cook,1741-06-17,Female,[],1740-12-01 00:00:00
17142,Jane Cook,1742-05-12,None,[],1738-05-01 00:00:00
17143,Mary Cook,1737-06-30,None,[],1733-05-01 00:00:00
17144,Christiana Cook,1795,Female,[],1730-01-01 00:00:00
17145,John Cook,1750,Male,[],1726-01-01 00:00:00
17171,Berthold Goldman,1993,Male,[],1913-09-12 00:00:00
17226,Jean Deschamps,1998-02-21,Male,[],1924-07-03 00:00:00
17293,Roger Decottignies,2005-04-10,Male,[],1923-01-01 00:00:00
17473,Will Steven Armstrong,1969-08-12,Male,[],1930-04-26 00:00:00
17514,José María Rodríguez Méndez,2009-10-21,Male,[],1925-06-06 00:00:00
17518,Enrique Llovet,2010-08-05,Male,[],1917-01-01 00:00:00
17522,Genichiro Higuchi,2006-02-23,Male,[],1906-03-14 00:00:00
17526,Ramez Tebet,2006-11-17,Male,[],1936-11-07 00:00:00
17631,Stan Worth,1980-08-31,Male,[],1932-03-29 00:00:00
17650,Takeshi Ishida,1989-04-15,Male,[],1926-01-01 00:00:00
17683,May Milloy,1967-11-18,Female,[],1875-01-25 00:00:00
17695,André Thirifays,1992,Male,[],1903-01-01 00:00:00
17782,Irving Robbin,2010-12-30,Male,[],1918-02-01 00:00:00
17901,Jackie McKeever,2007-06-27,Female,[],1930-11-19 00:00:00
17903,Howard Merrill,2002-04-20,Male,[],1917-01-01 00:00:00
18129,Jørgen Boberg,2009-08-24,Male,[],1940-10-24 00:00:00
18262,Michel Tourlière,2004-08-22,Male,[],1925-02-15 00:00:00
18264,Léon Deshairs,1967,Male,[],1874-01-01 00:00:00
18269,Eugène Morand,1930,Male,[],1853-01-01 00:00:00
18270,Auguste Louvrier de Lajolais,1908,Male,[],1829-01-01 00:00:00
18283,Charles A. Stevenson,1929-07-02,Male,[],1851-11-06 00:00:00
18289,Jean-Charles Nicaise Perrin,1831,Male,[],1754-01-01 00:00:00
18318,Thomas Welton Stanford,1918-08-28,Male,[],1832-01-01 00:00:00
18322,Pierre Daumard,2010-03-31,Male,[],1938-12-01 00:00:00
18327,Jean Frézal,2007-11-30,Male,[],1922-08-19 00:00:00
18339,Mabel Richardson,2001-03-15,Female,[],1890-07-27 00:00:00
18350,Julius von dem Bussche-Ippenburg,1861-01-17,Male,[],1805-01-30 00:00:00
18381,Kim Kurumada,2009-11-19,Male,[],1945-01-01 00:00:00
18397,Mildred Dixon,1985-05-05,Female,[],1910-08-30 00:00:00
18398,Loretta Andrews,2004-07-23,Female,[],1911-04-27 00:00:00
18403,Alice Knowland,1930-05-27,Female,[],1879-10-06 00:00:00
18410,George Stone,1939-07-10,Male,[],1877-01-01 00:00:00
18491,Jiajun Qian,2011-08-15,Male,[],1916-01-01 00:00:00
18499,Oliver D. Bailey,1932-07-12,Male,[],1877-01-01 00:00:00
18517,Josephine Fetter Royle,1992,Female,[],1901-01-01 00:00:00
18530,Clarence Sovern,1929-03-13,Male,[],1899-09-16 00:00:00
18533,John Seely,2004-04-23,Male,[],1923-08-23 00:00:00
18554,Gladys Tennyson,1983-04-27,Female,[],1894-11-02 00:00:00
18608,Henry Carvill,1941-03-11,Male,[],1866-05-11 00:00:00
18622,Grace Studdiford,1947-10-21,Female,[],1877-01-08 00:00:00
18631,Patrick Foy,1920-09-04,Male,[],1855-01-01 00:00:00
18632,Mary Foy,1939,Female,[],1870-01-01 00:00:00
18641,Magda Foy,1972-01,Female,[],1906-03-08 00:00:00
18648,Edwin R. Phillips,1915-08-30,Male,[],1872-01-01 00:00:00
18652,Henry Moyo,2012-10-12,None,[],1946-12-21 00:00:00
18655,Carmen Carbonell,1988-11-27,Female,[],1900-03-19 00:00:00
18714,Jim Jon Prokes,1978-11-18,Male,[],1975-01-31 00:00:00
18727,George Spear,1975-02-07,Male,[],1897-07-07 00:00:00
18774,Ed Chaney,2002-06-13,Male,[],1918-03-15 00:00:00
18842,Victor De Linsky,1951-05-09,Male,[],1883-03-19 00:00:00
18859,Israel Rogosin,1971-04,Male,[],1887-03-15 00:00:00
18877,Ken Marr,1963-12-28,Male,[],1885-06-10 00:00:00
18878,Victor Bertrandias,1961-03-18,Male,[],1894-05-14 00:00:00
18972,A.W. Baskcomb,1939-01-15,Male,[],1880-07-05 00:00:00
18978,Phil Austin,1990-01-24,Male,[],1951-11-18 00:00:00
19086,Rodney S. Quinn,2012-10-27,None,[],1923-05-27 00:00:00
19104,Laurence Baskcomb,1962-02-12,Male,[],1883-10-13 00:00:00
19148,Agnes Pauline Jones,1978-11-18,Female,[],1943-01-01 00:00:00
19155,Donna Barrell,1941-04-05,Female,[],1890-06-26 00:00:00
19156,Suzanne O. Jones,2006-11,Female,[],1953-01-01 00:00:00
19374,Hans Tarbuk von Sensenhorst,1966-07-04,Male,[],1886-07-16 00:00:00
19377,Ian Carroll,2011-08-19,Male,[],1946-11-17 00:00:00
19417,Patsy O'Byrne,1968-04-18,Female,[],1884-07-28 00:00:00
19456,Ragnar Sørensen,1998-02-03,Male,[],1915-02-16 00:00:00
19464,Vegard Hall,1975-02-20,Male,[],1899-04-01 00:00:00
19472,Synnøve Gleditsch,1980-12-07,Female,[],1908-01-01 00:00:00
19509,Mary Blackford,1937-09-25,Female,[],1914-01-01 00:00:00
19521,Sam Allen,1934-09-13,Male,[],1861-12-25 00:00:00
19522,Frederick Ko Vert,1949-05-31,Male,[],1901-06-10 00:00:00
19525,Clarence Hennecke,1969-08-28,Male,[],1894-09-16 00:00:00
19532,Barney Hellum,1935-12-22,Male,[],1895-12-01 00:00:00
19550,Ian Buist,2012-10-27,None,[],1930-05-30 00:00:00
19558,Anne-Marie Freeman,1990,Female,[],1966-01-01 00:00:00
19586,Harry Spingler,1953-04-22,Male,[],1889-08-03 00:00:00
19703,Charles Edwards,1978-04-18,Male,[],1898-09-01 00:00:00
19714,Ray Jones,1972-06-24,Male,[],1900-08-12 00:00:00
19715,Charles Blaisdell,1930-05-10,Male,[],1875-01-01 00:00:00
19753,St. Elmo Boyce,1930-09-30,Male,[],1899-01-01 00:00:00
19754,William Williams,1976-11-28,Male,[],1894-01-31 00:00:00
19755,Frank Heisler,1977-04-17,None,[],1895-02-05 00:00:00
19772,Dodson Mitchell,1939-06-02,Male,[],1868-01-23 00:00:00
19785,Glenn Spencer,1970-12-19,None,[],1900-08-16 00:00:00
19786,Rex Koury,2006-05-29,Male,[],1911-03-18 00:00:00
19798,Maurice Stephens,1970-05-11,None,[],1903-12-13 00:00:00
19831,Seichi Ichiko,2008,Male,[],1940-01-01 00:00:00
19834,Augusta Anderson,1951-12-18,Female,[],1875-11-07 00:00:00
19852,Tiny Ward,1956-09-12,Male,[],1893-01-02 00:00:00
19855,Leo Sulky,1957-06-03,Male,[],1874-12-06 00:00:00
19896,Waldo Walker,1961-09-08,Male,[],1885-01-01 00:00:00
19950,Norbert Lusk,1949-07-23,None,[],1883-01-01 00:00:00
19952,William Tefft Johnson,1898,Male,[],1834-01-01 00:00:00
19988,Paul Schreibman,2001-06-23,Male,[],1909-06-11 00:00:00
20001,Mary Jo Kistler,2010-04-02,Female,[],1944-01-01 00:00:00
20006,Jenny Zwane,1977-05,Female,[],1976-01-01 00:00:00
20017,Naoharu Yamashina,1997-10-28,Male,[],1918-02-22 00:00:00
20070,Peter MacKillop,1878,Male,[],1857-01-01 00:00:00
20071,Alick MacKillop,1847,Male,[],1846-01-01 00:00:00
20072,Donald MacKillop,1925,Male,[],1853-01-01 00:00:00
20073,Alexandrina MacKillop,1882,Female,[],1850-01-01 00:00:00
20074,Annie MacKillop,1929,Female,[],1848-01-01 00:00:00
20075,John MacKillop,1867,Male,[],1845-01-01 00:00:00
20076,Margaret MacKillop,1872-12,Female,[],1843-01-01 00:00:00
20082,Flora MacDonald,1886,Female,[],1816-01-01 00:00:00
20083,Alexander MacKillop,1868,Male,[],1812-01-21 00:00:00
20091,'Baby' Carmen De Rue,1986-09-28,Female,[],1908-02-06 00:00:00
20093,Violet Radcliffe,1926,Female,[],1908-01-01 00:00:00
20094,Georgie Stone,2010-04-25,Male,[],1909-09-03 00:00:00
20099,Alice Wilson,1944-05-12,Female,[],1887-06-14 00:00:00
20149,Lelah Amore Harris,2007-03-22,Female,[],2007-03-22 00:00:00
20154,Klaus Dill,2000-02-19,Male,[],1922-10-06 00:00:00
20165,Charles Remond Douglass,1920,Male,[],1844-10-21 00:00:00
20171,Bob Ross,1972,Male,[],1908-06-26 00:00:00
20186,András Nádasdy,1603,Male,[],
20200,Welwel Rywin,1989,Male,[],1922-01-01 00:00:00
20201,Anastazja Rywin,1991,Female,[],1923-01-01 00:00:00
20202,Rick Mittleman,2014-07-30,Male,[],1930-04-18 00:00:00
20227,Hugh Cook,1793,Male,[],1776-01-01 00:00:00
20228,George Cook,1772,Male,[],1772-01-01 00:00:00
20229,Joseph Cook,1768,Male,[],1768-01-01 00:00:00
20230,Elizabeth Cook,1771,Female,[],1767-01-01 00:00:00
20231,Nathaniel Cook,1781,Male,[],1764-01-01 00:00:00
20232,Nikollë Bojaxhiu,1919-08-02,Male,[],1874-01-01 00:00:00
20234,James Cook,1794,Male,[],1763-01-01 00:00:00
20253,Peter Feller,1998-03-13,Male,[],1920-01-01 00:00:00
20300,Ned Mann,1967-01-17,Male,[],1893-01-17 00:00:00
20315,Frank Wells,1982-12-14,Male,[],1902-10-31 00:00:00
20354,Willy Sommerfeld,2007-12-19,Male,[],1904-05-11 00:00:00
20358,Jonreed Lauritzen,1979-08-08,Male,[],1902-01-22 00:00:00
20397,Will Orlean,1990-06-03,Male,[],1909-02-03 00:00:00
20403,Fee Vaillant,2007-10-14,Female,[],1915-03-20 00:00:00
20425,Bruce Johnson,2005-09-27,Male,[],1939-07-07 00:00:00
20461,José Nieto,1982-08-10,Male,[],1902-05-03 00:00:00
20464,Enrique Herreros,1977-09-17,Male,[],1903-01-01 00:00:00
20513,Elinor Bettina Frost,1907,Female,[],1907-01-01 00:00:00
20514,Marjorie Frost,1934,Female,[],1905-01-01 00:00:00
20515,Irma Frost,1967,Female,[],1903-01-01 00:00:00
20516,Carol Frost,1940,Male,[],1902-01-01 00:00:00
20517,Lesley Frost Ballantine,1983,Female,[],1899-01-01 00:00:00
20518,Elliot Frost,1904,Male,[],1896-01-01 00:00:00
20534,"Tennyson Samuel ""Tennis"" Hatfield",1953,Male,[],1890-01-01 00:00:00
20536,"Emmanuel Wilson ""Willis"" Hatfield",1978,Male,[],1888-01-01 00:00:00
20537,"Rose Lee ""Rosie"" Hatfield Browning",1965,Female,[],1885-01-01 00:00:00
20543,Joseph Davis Hatfield,1963,Male,[],1883-01-01 00:00:00
20544,"Detroit W. ""Troy"" Hatfield",1911,Male,[],1881-01-01 00:00:00
20551,Elias M. Hatfield,1911,Male,[],1878-01-01 00:00:00
20553,"Elizabeth ""Betty"" Hatfield Caldwell",1962,Male,[],1876-01-01 00:00:00
20554,Mary Hatfield Hensley Simpkins Howes,1963,Female,[],1874-01-01 00:00:00
20556,Willard M. Reineck,1964-12-23,Male,[],1891-11-06 00:00:00
20557,Elliott Rutherford Hatfield,1932,Male,[],1872-01-01 00:00:00
20558,"Johnson ""Johnse"" Hatfield",1939,Male,[],1869-01-01 00:00:00
20559,"Levisa ""Levicy"" Chafin",1929-03-15,Female,[],1842-12-20 00:00:00
20583,John Hutton,2003-03-31,Male,[],1928-01-01 00:00:00
20606,Sadie Marguerite Hoover,1893,Female,[],1890-01-01 00:00:00
20617,Morgan Fieri,2011-02-19,Female,[],1972-09-27 00:00:00
20624,Asheem Chakravarty,2009-12-25,Male,[],1957-01-01 00:00:00
20630,Harrington Reynolds,1919-10-15,Male,[],1852-01-01 00:00:00
20639,Patrick Rooney,1933-01-15,Male,[],1889-04-28 00:00:00
20649,Grace Darling,1963-10-07,Female,[],1893-11-20 00:00:00
20675,Arthur Cozine,1959-03-19,Male,[],1895-04-06 00:00:00
20690,Francis Carpenter,1973-05-18,Male,[],1910-05-09 00:00:00
20693,William Hinckley,1918-05-04,Male,[],1894-09-11 00:00:00
20701,Kazimierz Junosza-Stępowski,1943-07-05,Male,[],1880-11-26 00:00:00
20704,Jack Hanson Clarke,2012-04-03,Male,[],2011-07-08 00:00:00
20779,Frederick Wells,1926-03-03,Male,[],1867-06-01 00:00:00
20784,Mildred Dein,1997-09-05,Female,[],1911-11-08 00:00:00
20785,Daniel James,1876-11-27,Male,[],1801-04-17 00:00:00
20810,Patricia Lloyd,2003,Female,[],1963-04-26 00:00:00
20891,Roger Lynch,2003-01-22,Male,[],1970-01-31 00:00:00
20902,David Hurwitz,1992-02-22,Male,[],1905-08-18 00:00:00
20981,John Robertson,1989,Male,[],1935-01-01 00:00:00
20999,Gudrun Koch,1941-02,Female,[],1940-12-11 00:00:00
21001,Artvin Koch,1967,Male,[],1938-06-17 00:00:00
21003,Ann Lise-Lotte Fredriksson,1998-01-13,Female,[],1967-02-25 00:00:00
21011,William L. Abingdon,1918-05-17,Male,[],1859-05-02 00:00:00
21023,Patrick Simon Doherty,1996-06-19,Male,[],1978-06-15 00:00:00
21033,Peter Thomas Heydrich,2003,Male,[],1931-01-01 00:00:00
21053,Fred R. Stanton,1925-05-27,Male,[],1881-01-01 00:00:00
21054,Edna Hunter,1920-02-05,Female,[],1876-01-01 00:00:00
21159,Michael Bartlett,1979-02-16,Male,[],1903-08-25 00:00:00
21298,John MacDonnell,2008-08-28,Male,[],1955-11-15 00:00:00
21305,Christos Gianakopoulos,1963-02-12,Male,[],1909-01-01 00:00:00
21340,Georgi Svetlani,1983-03-20,Male,[],1895-02-03 00:00:00
21358,Walter Stephen West,1992-03-28,Male,[],1914-07-05 00:00:00
21359,Daisy Hannah Hill,1968-02-06,Female,[],1922-01-01 00:00:00
21364,John Terbo,1937,Male,[],1924-01-01 00:00:00
21372,Alice Hood,1977,Female,[],1891-01-01 00:00:00
21397,Nikola Trbojevich,1973-12-02,Male,[],1886-05-21 00:00:00
21398,Heather Ann West,1987-06,Female,[],1970-10-17 00:00:00
21416,Milutin Tesla,1879-04-17,Male,[],1819-02-19 00:00:00
21417,Đuka Tesla,1892,Female,[],1822-01-01 00:00:00
21424,Andrew Soutar,1941-11-24,Male,[],1879-01-01 00:00:00
21457,Margarethe Luther,1570,Female,[],
21470,Takehiko Fukunaga,1979-08-13,Male,[],1918-03-19 00:00:00
21485,Martin Luther,1565,Male,[],
21496,Hans Luther,1575,Male,[],
21512,Margaret Greene,1967-01-30,Female,[],1891-10-02 00:00:00
21528,Fraser Coalter,1937-01-26,Male,[],1848-08-20 00:00:00
21531,E.L. Fernandez,1952-03-31,Male,[],1879-09-14 00:00:00
21534,H. Cooper Cliffe,1939-05-01,Male,[],1862-07-19 00:00:00
21546,Elizabeth Clum,1949,Female,[],1904-01-01 00:00:00
21547,Woodworth Bernhardi Clum,1989,Male,[],1906-01-01 00:00:00
21553,Michael Sayers,2010-05-02,Male,[],1911-12-19 00:00:00
21556,John Law,1970-01-05,Male,[],1929-11-11 00:00:00
21586,Lillian Sweetser,1974-09,None,[],1885-05-28 00:00:00
21601,William O'Neal,1961-05-23,Male,[],1898-02-11 00:00:00
21608,Florence Ashbrooke,1934-02-20,Female,[],1861-01-01 00:00:00
21636,Edward Horn,1937-03-06,Male,[],1881-01-01 00:00:00
21642,Marion Barney,1968-04,Female,[],1883-12-15 00:00:00
